50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.473191,,,,,,,,,,,aa2725c3-bc6b-4f5b-9865-2cd84124cb40,905,,"[115.7, 40.5]",3869118,22,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Ismaïla Sarr,2941.0,Left Wing,42,Senegal,787,['d4eeae74-6c14-4429-a5be-30ff68245e37'],0,Right Foot,"[120.0, 42.3, 5.5]",True,"[{'location': [100.2, 45.2], 'player': {'id': 80484, 'name': 'Iliman Ndiaye'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [117.1, 40.7], 'player': {'id': 3468, 'name': 'Jordan Pickford'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [110.1, 59.9], 'player': {'id': 3382, 'name': 'Luke Shaw'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [106.1, 45.8], 'player': {'id': 3943, 'name': 'Declan Rice'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [113.9, 46.3], 'player': {'id': 3336, 'name': 'Harry Maguire'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [113.1, 42.6], 'player': {'id': 3244, 'name': 'John Stones'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [112.3, 36.9], 'player': {'id': 3205, 'name': 'Kyle Walker'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [111.1, 45.3], 'player': {'id': 20611, 'name': 'Boulaye Dia'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",,Off T,0.629174,Half Volley,Open Play,,,,,,Senegal,787,00:22:00.357,Shot,
,,,,,,,,,,,,,,,,,0.288614,,,,,,,,,,,21b0a72e-9edd-405b-a6aa-edf3c20ff8e3,1281,,"[112.8, 28.9]",3869118,31,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Boulaye Dia,20611.0,Center Forward,49,Senegal,787,['d88d409c-d7aa-44db-8129-e8b7fd634e92'],1,Left Foot,"[118.1, 37.3, 1.3]",True,"[{'location': [96.0, 37.7], 'player': {'id': 30714, 'name': 'Jude Bellingham'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [103.5, 39.0], 'player': {'id': 3943, 'name': 'Declan Rice'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [99.4, 31.0], 'player': {'id': 3205, 'name': 'Kyle Walker'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [106.2, 42.5], 'player': {'id': 3382, 'name': 'Luke Shaw'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [101.4, 31.6], 'player': {'id': 3532, 'name': 'Jordan Brian Henderson'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [108.4, 37.1], 'player': {'id': 3336, 'name': 'Harry Maguire'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [107.1, 25.5], 'player': {'id': 22084, 'name': 'Bukayo Saka'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [113.3, 29.9], 'player': {'id': 3244, 'name': 'John Stones'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [118.5, 36.5], 'player': {'id': 3468, 'name': 'Jordan Pickford'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [108.7, 52.2], 'player': {'id': 20758, 'name': 'Krépin Diatta'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [102.4, 39.1], 'player': {'id': 80484, 'name': 'Iliman Ndiaye'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [103.0, 29.7], 'player': {'id': 2941, 'name': 'Ismaïla Sarr'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [96.5, 15.8], 'player': {'id': 32915, 'name': 'Ismail Jakobs'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}]",cf3792c3-a1af-4b08-9e30-23ee7eec6332,Saved,0.0358749,Normal,Open Play,,,,,,Senegal,787,00:31:01.162,Shot,
,,,,,,,,,,,,,,,,,0.829394,,,,,,,,,,,8dd1ce3c-8097-412a-9951-4939e15903f3,1516,,"[107.6, 38.0]",3869118,38,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Jordan Brian Henderson,3532.0,Right Center Midfield,60,England,768,['371364a8-3c52-4897-80e5-fadeaaa2bf60'],0,Left Foot,"[120.0, 42.3, 0.0]",True,"[{'location': [100.0, 17.2], 'player': {'id': 10955, 'name': 'Harry Kane'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [110.5, 19.1], 'player': {'id': 30714, 'name': 'Jude Bellingham'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [108.8, 29.4], 'player': {'id': 8553, 'name': 'Abdou Diallo'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [108.5, 20.9], 'player': {'id': 3404, 'name': 'Youssouf Sabaly'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [109.8, 25.1], 'player': {'id': 5675, 'name': 'Kalidou Koulibaly'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [106.3, 36.5], 'player': {'id': 4506, 'name': 'Nampalys Mendy'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [109.8, 39.1], 'player': {'id': 32915, 'name': 'Ismail Jakobs'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [115.9, 36.9], 'player': {'id': 7379, 'name': 'Edouard Mendy'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [109.6, 47.2], 'player': {'id': 22084, 'name': 'Bukayo Saka'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}]",013e7531-156f-4234-8530-bbfb2d629efa,Goal,0.13174866,Normal,Open Play,,,,,,England,768,00:38:00.756,Shot,
,,,,,,,,,,,,,,,,,0.273937,,,,,,,,,,,95d72a08-3916-4d54-85b4-e3777d7f9163,1537,,"[110.0, 39.3]",3869118,40,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Harry Kane,10955.0,Center Forward,62,England,768,['5f26357c-7d7e-41ef-a2f9-6d7ef020b06c'],39,Right Foot,"[120.0, 37.9, 5.3]",True,"[{'location': [105.1, 32.7], 'player': {'id': 30714, 'name': 'Jude Bellingham'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [113.3, 48.4], 'player': {'id': 4354, 'name': 'Philip Foden'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [118.9, 41.3], 'player': {'id': 7379, 'name': 'Edouard Mendy'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [116.9, 59.4], 'player': {'id': 32915, 'name': 'Ismail Jakobs'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [115.2, 55.5], 'player': {'id': 8553, 'name': 'Abdou Diallo'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [111.1, 61.2], 'player': {'id': 4506, 'name': 'Nampalys Mendy'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [112.9, 45.4], 'player': {'id': 5675, 'name': 'Kalidou Koulibaly'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [112.9, 39.1], 'player': {'id': 3404, 'name': 'Youssouf Sabaly'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [108.6, 40.8], 'player': {'id': 31751, 'name': 'Pathé Ismaël Ciss'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [98.2, 37.3], 'player': {'id': 20758, 'name': 'Krépin Diatta'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [84.8, 72.0], 'player': {'id': 2941, 'name': 'Ismaïla Sarr'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [118.2, 61.9], 'player': {'id': 22084, 'name': 'Bukayo Saka'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [111.5, 63.8], 'player': {'id': 3532, 'name': 'Jordan Brian Henderson'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}]",495939a9-da56-4155-bce7-b9731c804b0e,Off T,0.18422936,Normal,Open Play,,,,,,England,768,00:40:39.888,Shot,
,,,,,,,,,,,,,,,,,0.967959,,,,,,,,,,,4d429090-9143-4daa-ac16-ed3c8963ad7b,1739,,"[104.3, 50.7]",3869118,47,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Harry Kane,10955.0,Center Forward,73,England,768,"['1d2e615f-a9f6-4f9a-b680-5505c3da466e', '39305d02-b7ab-46f1-be86-788616180ddd']",17,Right Foot,"[120.0, 39.2, 0.4]",,"[{'location': [91.0, 27.1], 'player': {'id': 20758, 'name': 'Krépin Diatta'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [106.8, 35.0], 'player': {'id': 4354, 'name': 'Philip Foden'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [88.2, 42.6], 'player': {'id': 31751, 'name': 'Pathé Ismaël Ciss'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [98.2, 39.0], 'player': {'id': 3404, 'name': 'Youssouf Sabaly'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [85.4, 60.5], 'player': {'id': 22084, 'name': 'Bukayo Saka'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [91.1, 41.2], 'player': {'id': 30714, 'name': 'Jude Bellingham'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [89.4, 51.6], 'player': {'id': 4506, 'name': 'Nampalys Mendy'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [107.4, 38.1], 'player': {'id': 5675, 'name': 'Kalidou Koulibaly'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [112.3, 46.0], 'player': {'id': 7379, 'name': 'Edouard Mendy'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [103.6, 49.8], 'player': {'id': 8553, 'name': 'Abdou Diallo'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}]",,Goal,0.20664306,Normal,Open Play,,,,,,England,768,00:47:17.176,Shot,True
,,,,,,,,,,,,,,,,,1.324742,,,,,,,,,,,2c5975d3-1c82-4dd5-9645-651ae8eb5b8f,1975,,"[92.8, 35.2]",3869118,49,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Pape Matar Sarr,50498.0,Center Attacking Midfield,83,Senegal,787,['7399e54d-6a0b-40dc-af2b-56918d68c6ce'],10,Left Foot,"[120.0, 48.8, 0.7]",True,"[{'location': [110.9, 49.8], 'player': {'id': 3382, 'name': 'Luke Shaw'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [108.6, 44.8], 'player': {'id': 3336, 'name': 'Harry Maguire'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [108.4, 42.2], 'player': {'id': 3943, 'name': 'Declan Rice'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [103.4, 49.7], 'player': {'id': 4354, 'name': 'Philip Foden'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [109.2, 37.9], 'player': {'id': 3244, 'name': 'John Stones'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [107.9, 31.3], 'player': {'id': 3205, 'name': 'Kyle Walker'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [97.3, 51.3], 'player': {'id': 30714, 'name': 'Jude Bellingham'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [101.4, 36.2], 'player': {'id': 10955, 'name': 'Harry Kane'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [92.8, 34.4], 'player': {'id': 22084, 'name': 'Bukayo Saka'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [117.4, 38.9], 'player': {'id': 3468, 'name': 'Jordan Pickford'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [109.2, 46.5], 'player': {'id': 2941, 'name': 'Ismaïla Sarr'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [103.9, 40.9], 'player': {'id': 88123, 'name': 'Cheikh Ahmadou Bamba Mbacke Dieng'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [89.3, 33.1], 'player': {'id': 8553, 'name': 'Abdou Diallo'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [98.6, 47.3], 'player': {'id': 21026, 'name': 'Pape Gueye'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [85.5, 46.8], 'player': {'id': 4506, 'name': 'Nampalys Mendy'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [100.6, 26.2], 'player': {'id': 32915, 'name': 'Ismail Jakobs'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}]",,Off T,0.018660808,Half Volley,Open Play,,,,,,Senegal,787,00:04:10.377,Shot,
,,,,,,,,,,,,,,,,,0.514353,,,,,,,,,,,3ad6ec4f-2f39-41df-ade5-a91827872206,2164,,"[107.7, 53.4]",3869118,53,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Bukayo Saka,22084.0,Right Wing,90,England,768,['09507c55-409d-4790-a502-3c0572142e6f'],40,Right Foot,"[120.0, 46.9, 2.6]",,"[{'location': [86.4, 24.7], 'player': {'id': 50498, 'name': 'Pape Matar Sarr'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [93.4, 46.2], 'player': {'id': 21026, 'name': 'Pape Gueye'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [103.3, 45.3], 'player': {'id': 5675, 'name': 'Kalidou Koulibaly'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [108.0, 38.4], 'player': {'id': 4506, 'name': 'Nampalys Mendy'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [108.8, 51.9], 'player': {'id': 8553, 'name': 'Abdou Diallo'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [108.1, 49.4], 'player': {'id': 32915, 'name': 'Ismail Jakobs'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [116.6, 44.0], 'player': {'id': 7379, 'name': 'Edouard Mendy'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [87.8, 19.2], 'player': {'id': 4354, 'name': 'Philip Foden'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [98.8, 44.2], 'player': {'id': 10955, 'name': 'Harry Kane'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [108.4, 36.7], 'player': {'id': 3943, 'name': 'Declan Rice'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [99.1, 31.5], 'player': {'id': 30714, 'name': 'Jude Bellingham'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [94.0, 20.2], 'player': {'id': 3404, 'name': 'Youssouf Sabaly'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}]",fb81008d-5a71-4d62-a649-80539519c9c0,Off T,0.03518777,Normal,Open Play,,,,,,England,768,00:08:40.897,Shot,
,,,,,,,,,,,,,,,,,0.859711,,,,,,,,,,,60b34d82-7a7b-4b3a-ba28-7ec704a0941a,2219,,"[90.5, 27.1]",3869118,55,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Harry Kane,10955.0,Center Forward,93,England,768,['b9708ec8-f500-4a35-8aae-f2e4d5cd26f3'],45,Right Foot,"[117.0, 37.7, 0.2]",,"[{'location': [86.2, 52.1], 'player': {'id': 2941, 'name': 'Ismaïla Sarr'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [87.2, 28.6], 'player': {'id': 21026, 'name': 'Pape Gueye'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [96.8, 39.3], 'player': {'id': 4506, 'name': 'Nampalys Mendy'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [94.5, 28.8], 'player': {'id': 50498, 'name': 'Pape Matar Sarr'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [103.0, 48.4], 'player': {'id': 32915, 'name': 'Ismail Jakobs'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [102.1, 42.1], 'player': {'id': 8553, 'name': 'Abdou Diallo'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [94.3, 21.5], 'player': {'id': 20611, 'name': 'Boulaye Dia'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [98.5, 24.5], 'player': {'id': 3404, 'name': 'Youssouf Sabaly'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [102.0, 29.4], 'player': {'id': 5675, 'name': 'Kalidou Koulibaly'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [116.9, 38.4], 'player': {'id': 7379, 'name': 'Edouard Mendy'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [80.3, 22.4], 'player': {'id': 30714, 'name': 'Jude Bellingham'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [95.8, 41.9], 'player': {'id': 3532, 'name': 'Jordan Brian Henderson'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [101.6, 59.8], 'player': {'id': 22084, 'name': 'Bukayo Saka'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [101.1, 22.1], 'player': {'id': 3382, 'name': 'Luke Shaw'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [96.6, 22.9], 'player': {'id': 4354, 'name': 'Philip Foden'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [77.5, 11.5], 'player': {'id': 88123, 'name': 'Cheikh Ahmadou Bamba Mbacke Dieng'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}]",e8b62f96-ea9d-4da5-8cfb-50a844d7c0e2,Saved,0.015214441,Normal,Open Play,,,,,,England,768,00:10:45.235,Shot,
,,,,,,,,,,,,,,,,,0.996997,,,,,,,,,,,541395bf-9398-4670-887e-e79c1a8ba223,2286,,"[111.0, 35.9]",3869118,56,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Bukayo Saka,22084.0,Right Wing,96,England,768,"['31d8345a-717f-4400-89d7-cd2746ced361', '4f792aa6-1f24-4910-80ff-5bb840cf5f7e']",43,Left Foot,"[120.0, 41.0, 0.4]",True,"[{'location': [109.5, 14.4], 'player': {'id': 5675, 'name': 'Kalidou Koulibaly'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [84.2, 4.5], 'player': {'id': 3382, 'name': 'Luke Shaw'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [111.0, 36.7], 'player': {'id': 32915, 'name': 'Ismail Jakobs'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [100.4, 31.0], 'player': {'id': 10955, 'name': 'Harry Kane'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [104.9, 23.5], 'player': {'id': 30714, 'name': 'Jude Bellingham'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [107.4, 27.2], 'player': {'id': 8553, 'name': 'Abdou Diallo'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [108.5, 12.7], 'player': {'id': 4354, 'name': 'Philip Foden'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [114.2, 37.2], 'player': {'id': 7379, 'name': 'Edouard Mendy'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [102.6, 31.3], 'player': {'id': 4506, 'name': 'Nampalys Mendy'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [99.0, 19.6], 'player': {'id': 21026, 'name': 'Pape Gueye'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [98.3, 8.2], 'player': {'id': 3404, 'name': 'Youssouf Sabaly'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}]",d8f31d46-a49c-42ae-9f6f-13914df7d68b,Goal,0.21738943,Normal,Open Play,,,,,,England,768,00:11:43.534,Shot,True
,,,,,,,,,,,,,,,,,0.087019,,,,,,,,,,,acf5fa91-3fee-4042-85a7-97dfc596d6d9,2670,,"[89.0, 36.2]",3869118,68,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Pape Matar Sarr,50498.0,Center Attacking Midfield,115,Senegal,787,"['035a0e7c-1ffe-46db-8fcb-f54992bda820', 'aea9fa39-f731-4d79-b9de-3284d8315b13']",25,Right Foot,"[90.7, 36.4]",,"[{'location': [117.9, 39.7], 'player': {'id': 3468, 'name': 'Jordan Pickford'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [81.6, 45.7], 'player': {'id': 4506, 'name': 'Nampalys Mendy'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [102.1, 46.7], 'player': {'id': 3382, 'name': 'Luke Shaw'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [101.6, 39.4], 'player': {'id': 3336, 'name': 'Harry Maguire'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [97.0, 47.3], 'player': {'id': 9638, 'name': 'Jack Grealish'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [97.9, 39.4], 'player': {'id': 3943, 'name': 'Declan Rice'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [97.1, 36.3], 'player': {'id': 3244, 'name': 'John Stones'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [101.6, 21.2], 'player': {'id': 3205, 'name': 'Kyle Walker'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [92.0, 41.6], 'player': {'id': 30714, 'name': 'Jude Bellingham'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [91.1, 36.4], 'player': {'id': 3532, 'name': 'Jordan Brian Henderson'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [82.7, 22.8], 'player': {'id': 3318, 'name': 'Marcus Rashford'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [95.7, 34.8], 'player': {'id': 88123, 'name': 'Cheikh Ahmadou Bamba Mbacke Dieng'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [97.8, 63.8], 'player': {'id': 3404, 'name': 'Youssouf Sabaly'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [101.9, 33.4], 'player': {'id': 20611, 'name': 'Boulaye Dia'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [91.2, 51.7], 'player': {'id': 21026, 'name': 'Pape Gueye'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [96.0, 14.4], 'player': {'id': 2941, 'name': 'Ismaïla Sarr'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",77d5e8f1-d9fa-4083-a680-3839daa007f1,Blocked,0.013223637,Normal,Open Play,,,,,,Senegal,787,00:23:25.317,Shot,
